stt,ma_sp_xk,ten_sp_xk,dvt_sp,ma_nvl,ten_nvl,dvt_nvl,dinh_muc_thuc_te,ghi_chu,flag_review
8806,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305377,護蓋;背板;;ABS/PA746;深灰 Pantone 446C;;FW203-,EA,1.024793,,
8807,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305393,止擋銷;;;45#;鍍鉻;FW203-KM;;,EA,1.024793,E15,
8808,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305397,彈簧;渦旋;Φ2.0XΦ22.05;40MN;鍍鉻;FW203;,EA,1.024793,,
8809,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305398,彈簧;渦旋;Φ2.0xΦ22.05;40MN;鍍鉻;FW203;,EA,1.024793,,
8810,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305427,腳墊;;;橡膠(SBR);;;FW203-KM;,EA,1.018947,,
8811,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305966,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8812,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305968,塑膠蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201,EA,2.044834,,
8813,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305970,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8814,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305972,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8815,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000305974,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8816,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000306098,塑膠蓋;調節機構;;ABS/PA746;;PANTONE 6C BLACK;FW,EA,0.870725,,
8817,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000306099,把手-加工;調整;;鍍鉻;;FW203-KM;,EA,1.024793,,
8818,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000313739,調整指示貼標;;;;PC;;;FW224-KM,EA,1.0,,NVL không có dữ liệu trên HQ
8819,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000362717,端塞;;;PVC;黑色/Black C;;GT01;M10 螺紋塞;市購品,EA,10.376252,,
8820,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000363753,警告貼標;車架;;;PC;;英文;G3FW13;,EA,1.0,,NVL không có dữ liệu trên HQ
8821,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000382291,包裝附件組;紙箱紙板;;;B包;墊子;FW203,EA,1.024862,E15,
8822,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000392147,棧板;;;1140x1070x125;;FW97,EA,0.104839,E15,
8823,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000392156,棧板;;;1400x670x140;;FW162,EA,0.224448,E15,
8824,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000439697,導線束帶;;;W=4.8mm 400L;;白色;市購品,EA,20.15984,,
8825,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000443689,說明書;;;;網址;喬山標準-Matrix專用,EA,1.395433,,
8826,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000445331,鐵板;;SPHC;5.0T;;,EA,24.375,E15,
8827,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000445332,鐵板;;SPHC;6.0T;;,EA,3.038606,E15,
8828,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000460020,管;長方型;STKR41;□50x75x2.5Tx5500;;,EA,0.254836,E15,
8829,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000461216,管;圓型;STK41;Φ50.3X3.0TX6000;;,EA,0.345098,E15,
8830,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000461274,管;圓型;STK41;Φ75.6x3.0Tx6000;;,EA,1.901756,E15,
8831,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480129,連接套;連接;;20#;;FW505;φ19xφ11x92L;,EA,2.040784,E15,
8832,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480134,固定片;腳墊調整;;20#;φ67.2x12.0L;;FW505;,EA,7.134708,E15,
8833,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480135,固定片;背墊;;SPHC;176x50x6.0T;;FW505;,EA,0.395514,E15,
8834,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480136,連接片;基座;;SPHC;300x105x76x6.0T;;FW505;,EA,1.020392,E15,
8835,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480138,連接片;腳踏板;;SPHC;198x53x49x6.0T;;FW505;,EA,1.027333,E15,
8836,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480143,支撐片;掛棒;;SPHC;104.3x80.51x10.0T;;FW505;,EA,3.425656,E15,
8837,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480168,連接片;掛棒;;SPHC;154.8x80x5.0T;;FW505;,EA,4.08182,E15,
8838,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480321,紙箱;;;1260x605x465;;FW506,EA,1.00518,E15,
8839,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480335,連接管;;75.6x1320x3.0t;中段;;Q195;FW505,EA,0.033051,E15,
8840,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480339,支撐管;車架-GM;Φ75.6x3.0tx188L;後;;Q195;FW505,EA,0.190747,E15,
8841,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480342,支撐管;腳架;Φ75.6x3.0tx1453L;;;Q195;FW505,EA,0.175439,E15,
8842,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480343,掛棒-加工;;;鍍鉻;Φ48.0x3.0tx203.2;FW505-KM;,EA,3.742468,,
8843,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480345,掛棒-加工;;左;鍍鉻;Φ48.0x3.0tx152.4;FW505-KM;,EA,6.121878,,
8844,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480923,套管;調整組-GM;Φ78x4.0tx319.7L;;;Q195;FW527,EA,0.589532,,
8845,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480925,連接管;座椅;Φ75.6x3.0tx500L;;;Q195;FW527,EA,0.153226,E15,
8846,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480928,固定片;心軸;;SPHC;76.8x49.7x6.0T;;FW527;,EA,0.506887,E15,
8847,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480943,座椅-加工;調整;;鍍鉻;176x326.8x241.4;FW527-KM;,EA,1.398045,E15,
8848,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480975,五金零件組;半成品;;;;;FW527-KM;,EA,1.098837,E15,
8849,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480985,EN貼標;;;;消銀龍;;;FW527,EA,1.0,,NVL không có dữ liệu trên HQ
8850,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000480995,外紙箱;;;1740X1140X340;;FW527-KM,EA,1.081081,E15,
8851,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000481168,固定套;連接桿;;20CrMo;;FW527-KM;Φ25X22.5;,EA,2.037894,E15,
8852,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000481411,連接管;;Φ50.3x3.0tx620L;中間;;Q195;FW527,EA,0.177686,E15,
8853,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000482725,外紙箱;;;;B包;FW527,EA,0.669144,E15,
8854,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000484984,套管;;;20#;;FW527;Φ31.8X3.0tX12.7;,EA,2.049586,E15,
8855,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000485146,珍珠棉;;;;;FW506,EA,0.968619,E15,
8856,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000485147,包裝附件組;;;;FW506;挂棒,EA,1.023332,E15,
8857,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000485149,珍珠棉;;;;;FW506,EA,1.0,E15,
8858,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000485674,打包帶;;;12063-33-3000M;PP;9.5kg/卷,KG,0.083344,E15,
8859,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000486466,塑膠布;;;4860x1810x0.04t;;,EA,3.733871,E15,
8860,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000486628,包裝附件組;;;;;FW527,EA,1.081081,E15,
8861,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000486647,膠合板;;;;;FW527,EA,1.081081,E15,
8862,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000488293,貼標;;掛棒;;;;;FW505,EA,2.047364,E15,
8863,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000491331,固定軸;止擋;;;φ20x6.5L;;FW524;20CrMo,EA,1.024793,E15,
8864,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000518375,套管;座椅;φ65.0x124;內;;Q195;PL210K,EA,0.950413,E15,
8865,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000524796,塑膠袋組;;;550x350;PL03K-KM;,EA,0.873858,E15,
8866,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000524797,塑膠袋組;;;1100x500;PL03K-KM;,EA,1.02704,E15,
8867,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,1000541366,腳墊;腳踏管;下;PP;黑色/Black C;;FW510-KM;,EA,2.041336,E15,
8868,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,K60000201,焊絲(1.0) 1.0號,KG,0.000311,,
8869,MFW0525-571,MF;A79-03;FW527;KM;NA;M,EA,K60000900,焊絲;;1.0;;,EA,0.000491,,
8870,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,0000096074,粉體塗料;黑砂銀 25KG/箱;,KG,1.904458,,
8871,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,001401-A,端蓋;;;ABS;黑色/Black C;Φ76.2;GM03;,EA,1.009544,,
8872,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,004426-00,螺絲;埋頭;M6x1.0Px12L;;十字;;鍍黑鋅;耐落;;,EA,2.047324,E15,
8873,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,004555-AB,螺絲;圓柱;M10x1.5Px25L;;六角承窩;;鍍鉻;耐落;G12.9;,EA,2.012204,,
8874,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,004696-AB,螺絲;平頭;M8x1.25Px20L;;六角承窩;;鍍鉻;;;,EA,10.08169,,
8875,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,005084-00,墊圈;平;Φ5.3xΦ10.0x1.0T;;鍍鉻;,EA,2.061554,E15,
8876,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,005130-00,墊圈;平;Φ8.4xΦ15.5x1.6T;;鍍鉻;,EA,5.11733,,
8877,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,005330-00,夾;C型夾(自攻牙);WUSN-4039;;;,EA,1.030184,,
8878,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,008234-C,固定片;襯套;;20#;16x16x3.0T;染黑;GM02;,EA,4.099172,,
8879,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,020186-00,螺絲;傘頭;Φ4X30L;自攻牙;十字;;鍍鉻;尖尾;;,EA,1.032263,E15,
8880,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,020453-Z,墊圈;平;Φ20.5xΦ30x2.5t;;鍍鉻;,EA,2.162162,E15,
8881,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,020465-AB,墊圈;平;Φ10.2xΦ25.0x2.0T;;鍍鉻;,EA,10.081,E15,
8882,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,048065-A,氣泡袋;;長邊開口;;1000x650;;;;,EA,1.0,E15,
8883,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,049043-AA,"管端塞;;;PVC;純黑色;口50.0x75.0;FW151;2.0t,3.0t",EA,1.023821,E15,
8884,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,049256-AB,螺絲;圓柱;M10x1.5Px20L;;六角承窩;;鍍鉻;;G12.9;,EA,8.16092,,
8885,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,060034-A,棧板;GM151,EA,1.007106,E15,
8886,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,073168,管;圓型;STK400;Φ38.1X3.0TX6000;;,EA,0.059,E15,
8887,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,081649,墊圈;彈簧;SW8 8.2x13.5x2.0T;;鍍鉻;,EA,1.010059,,
8888,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000099499,螺絲;圓柱;M8x1.25Px14L;;六角承窩;;鍍鉻;特製;;,EA,4.099172,E15,
8889,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000099650,端塞;;;PP;深灰;配合φ50.8管材;GM50;,EA,2.03257,,
8890,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000104681,扣環;外C型;S-20;電黑,EA,2.044334,,
8891,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000108308,襯套;銅基;Φ20xΦ26x16t;GM46;,EA,2.215384,,
8892,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000202479,塑膠蓋;;;POM(塑膠鋼);白色;Ø71.5*30;GM02C;,EA,2.049586,,
8893,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000202481,塑膠蓋;;;橡膠(SBR);黑色/Black C;;GM02C;,EA,1.024793,,
8894,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000204043,螺絲;;M8x1.25Px35L;機械牙;六角承窩;;;;;止擋,EA,1.024793,E15,
8895,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000222320,螺絲;圓柱;M5x25L;-;六角承窩;-;鍍鉻;耐落;-;,EA,2.049586,E15,
8896,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000224767,塑膠蓋;;;PP;;;;,EA,2.032382,,
8897,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000304912,腳墊;調整座;;PA6;;深灰PANTONE BLACK 6C;FW201;,EA,7.145201,,
8898,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000304951,橡膠套;腳墊;;TPE;;Pantone 446C;FW201-KM;,EA,7.145355,E15,
8899,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000304993,護蓋;背板;;ABS;深灰 Pantone 446C;;FW201;,EA,1.026882,,
8900,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305028,固定座;調整機構;ZG20;;ZG20,EA,2.038692,,
8901,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305030,塑膠蓋;腳墊;下;TPE;深灰 Pantone 446C;;FW201-KM;,EA,2.85737,E15,
8902,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305031,護套;掛棒;1;;深灰 Pantone 446C;PU/DOW  2103-65,EA,2.031626,E15,
8903,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305041,護套;掛棒;2;;深灰 Pantone 446C;PU/DOW  2103-65,EA,2.03296,E15,
8904,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305044,護套;掛棒;3;;深灰 Pantone 446C;PU/DOW  2103-65,EA,4.066572,E15,
8905,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305050,護套;掛棒;;;深灰 Pantone 446C;PU/DOW  2103-65D,EA,2.035556,E15,
8906,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305125,護套;掛棒;;NBR橡膠;;PANTONE BLACK 6C;;FW201-KM,EA,10.22417,,
8907,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305377,護蓋;背板;;ABS/PA746;深灰 Pantone 446C;;FW203-,EA,1.024793,,
8908,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305393,止擋銷;;;45#;鍍鉻;FW203-KM;;,EA,1.024793,E15,
8909,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305397,彈簧;渦旋;Φ2.0XΦ22.05;40MN;鍍鉻;FW203;,EA,1.024793,,
8910,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305398,彈簧;渦旋;Φ2.0xΦ22.05;40MN;鍍鉻;FW203;,EA,1.024793,,
8911,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305427,腳墊;;;橡膠(SBR);;;FW203-KM;,EA,1.018947,,
8912,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305966,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8913,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305968,塑膠蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201,EA,2.044834,,
8914,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305970,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8915,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305972,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8916,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000305974,端蓋;掛棒;;;;PA6/ABS;Pantone446C/137C;FW201-,EA,2.044834,,
8917,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000306098,塑膠蓋;調節機構;;ABS/PA746;;PANTONE 6C BLACK;FW,EA,1.018584,,
8918,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000306099,把手-加工;調整;;鍍鉻;;FW203-KM;,EA,1.024793,,
8919,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000313739,調整指示貼標;;;;PC;;;FW224-KM,EA,1.0,,NVL không có dữ liệu trên HQ
8920,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000319257,"背墊;;PU,發泡;美國紅;南亞;FW201-KM",EA,1.0,,
8921,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000319288,"座墊;下;PU,發泡;美國紅;南亞;FW203-KM",EA,1.0,,
8922,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000362717,端塞;;;PVC;黑色/Black C;;GT01;M10 螺紋塞;市購品,EA,8.195256,,
8923,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000363753,警告貼標;車架;;;PC;;英文;G3FW13;,EA,1.0,,NVL không có dữ liệu trên HQ
8924,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000382291,包裝附件組;紙箱紙板;;;B包;墊子;FW203,EA,1.024862,E15,
8925,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000392147,棧板;;;1140x1070x125;;FW97,EA,1.0,E15,
8926,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000392156,棧板;;;1400x670x140;;FW162,EA,1.001136,E15,
8927,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000439697,導線束帶;;;W=4.8mm 400L;;白色;市購品,EA,20.15984,,
8928,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000443689,說明書;;;;網址;喬山標準-Matrix專用,EA,1.00601,,
8929,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000445331,鐵板;;SPHC;5.0T;;,EA,24.375,E15,
8930,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000445332,鐵板;;SPHC;6.0T;;,EA,3.038606,E15,
8931,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000460020,管;長方型;STKR41;□50x75x2.5Tx5500;;,EA,0.254836,E15,
8932,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000461216,管;圓型;STK41;Φ50.3X3.0TX6000;;,EA,0.345098,E15,
8933,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000461274,管;圓型;STK41;Φ75.6x3.0Tx6000;;,EA,1.901756,E15,
8934,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480129,連接套;連接;;20#;;FW505;φ19xφ11x92L;,EA,2.040784,E15,
8935,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480134,固定片;腳墊調整;;20#;φ67.2x12.0L;;FW505;,EA,7.134708,E15,
8936,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480135,固定片;背墊;;SPHC;176x50x6.0T;;FW505;,EA,0.395514,E15,
8937,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480136,連接片;基座;;SPHC;300x105x76x6.0T;;FW505;,EA,1.020392,E15,
8938,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480138,連接片;腳踏板;;SPHC;198x53x49x6.0T;;FW505;,EA,1.027333,E15,
8939,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480143,支撐片;掛棒;;SPHC;104.3x80.51x10.0T;;FW505;,EA,3.425656,E15,
8940,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480168,連接片;掛棒;;SPHC;154.8x80x5.0T;;FW505;,EA,4.08182,E15,
8941,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480321,紙箱;;;1260x605x465;;FW506,EA,1.00518,E15,
8942,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480335,連接管;;75.6x1320x3.0t;中段;;Q195;FW505,EA,0.033051,E15,
8943,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480339,支撐管;車架-GM;Φ75.6x3.0tx188L;後;;Q195;FW505,EA,0.190747,E15,
8944,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480342,支撐管;腳架;Φ75.6x3.0tx1453L;;;Q195;FW505,EA,0.175439,E15,
8945,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480343,掛棒-加工;;;鍍鉻;Φ48.0x3.0tx203.2;FW505-KM;,EA,3.742468,,
8946,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480345,掛棒-加工;;左;鍍鉻;Φ48.0x3.0tx152.4;FW505-KM;,EA,6.121878,,
8947,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480923,套管;調整組-GM;Φ78x4.0tx319.7L;;;Q195;FW527,EA,0.589532,,
8948,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480925,連接管;座椅;Φ75.6x3.0tx500L;;;Q195;FW527,EA,0.153226,E15,
8949,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480928,固定片;心軸;;SPHC;76.8x49.7x6.0T;;FW527;,EA,0.506887,E15,
8950,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480943,座椅-加工;調整;;鍍鉻;176x326.8x241.4;FW527-KM;,EA,1.03189,E15,
8951,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480975,五金零件組;半成品;;;;;FW527-KM;,EA,1.081395,E15,
8952,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480985,EN貼標;;;;消銀龍;;;FW527,EA,1.0,,NVL không có dữ liệu trên HQ
8953,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000480995,外紙箱;;;1740X1140X340;;FW527-KM,EA,1.081081,E15,
8954,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000481168,固定套;連接桿;;20CrMo;;FW527-KM;Φ25X22.5;,EA,2.037894,E15,
8955,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000481411,連接管;;Φ50.3x3.0tx620L;中間;;Q195;FW527,EA,0.177686,E15,
8956,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000482725,外紙箱;;;;B包;FW527,EA,1.024368,E15,
8957,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000484984,套管;;;20#;;FW527;Φ31.8X3.0tX12.7;,EA,2.049586,E15,
8958,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000485146,珍珠棉;;;;;FW506,EA,0.968619,E15,
8959,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000485147,包裝附件組;;;;FW506;挂棒,EA,1.023332,E15,
8960,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000485149,珍珠棉;;;;;FW506,EA,1.0,E15,
8961,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000486466,塑膠布;;;4860x1810x0.04t;;,EA,4.0,E15,
8962,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000486628,包裝附件組;;;;;FW527,EA,1.081081,E15,
8963,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000486647,膠合板;;;;;FW527,EA,1.081081,E15,
8964,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000488293,貼標;;掛棒;;;;;FW505,EA,2.047364,E15,
8965,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000491331,固定軸;止擋;;;φ20x6.5L;;FW524;20CrMo,EA,1.024793,E15,
8966,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000518375,套管;座椅;φ65.0x124;內;;Q195;PL210K,EA,0.950413,E15,
8967,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000524796,塑膠袋組;;;550x350;PL03K-KM;,EA,1.022249,E15,
8968,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000524797,塑膠袋組;;;1100x500;PL03K-KM;,EA,1.02704,E15,
8969,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,1000541366,腳墊;腳踏管;下;PP;黑色/Black C;;FW510-KM;,EA,2.041336,E15,
8970,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,K60000201,焊絲(1.0) 1.0號,KG,0.000311,,
8971,MFW0525-575,MF;A79-03;FW527;KM;NA;M,EA,K60000900,焊絲;;1.0;;,EA,0.000491,,
8972,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,0000096074,粉體塗料;黑砂銀 25KG/箱;,KG,0.759581,,
8973,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,001401-A,端蓋;;;ABS;黑色/Black C;Φ76.2;GM03;,EA,1.009544,,
8974,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,004426-00,螺絲;埋頭;M6x1.0Px12L;;十字;;鍍黑鋅;耐落;;,EA,2.047324,E15,
8975,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,004555-AB,螺絲;圓柱;M10x1.5Px25L;;六角承窩;;鍍鉻;耐落;G12.9;,EA,2.012204,,
8976,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,004696-AB,螺絲;平頭;M8x1.25Px20L;;六角承窩;;鍍鉻;;;,EA,10.08169,,
8977,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,005084-00,墊圈;平;Φ5.3xΦ10.0x1.0T;;鍍鉻;,EA,3.350025,E15,
8978,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,005130-00,墊圈;平;Φ8.4xΦ15.5x1.6T;;鍍鉻;,EA,5.11733,,
8979,MFW0525-597,MF;A79-03;FW527;KM;NA;M,EA,005330-00,夾;C型夾(自攻牙);WUSN-4039;;;,EA,1.030184,,
